State,County,Offense Category,count,State_Upper,County_Upper,state_name,county_name,fips
Colorado,ADAMS,Arson,153,COLORADO,ADAMS,COLORADO,ADAMS,08001
Colorado,ADAMS,Assault Offenses,17712,COLORADO,ADAMS,COLORADO,ADAMS,08001
Colorado,ADAMS,Bribery,5,COLORADO,ADAMS,COLORADO,ADAMS,08001
Colorado,ADAMS,Burglary/Breaking & Entering,1427,COLORADO,ADAMS,COLORADO,ADAMS,08001
Colorado,ADAMS,Counterfeiting/Forgery,323,COLORADO,ADAMS,COLORADO,ADAMS,08001
Colorado,ADAMS,Destruction/Damage/Vandalism of Property,5032,COLORADO,ADAMS,COLORADO,ADAMS,08001
Colorado,ADAMS,Embezzlement,6,COLORADO,ADAMS,COLORADO,ADAMS,08001
Colorado,ADAMS,Extortion/Blackmail,88,COLORADO,ADAMS,COLORADO,ADAMS,08001
Colorado,ADAMS,Fraud Offenses,2579,COLORADO,ADAMS,COLORADO,ADAMS,08001
Colorado,ADAMS,Homicide Offenses,120,COLORADO,ADAMS,COLORADO,ADAMS,08001
Colorado,ADAMS,Human Trafficking,21,COLORADO,ADAMS,COLORADO,ADAMS,08001
Colorado,ADAMS,Kidnapping/Abduction,1034,COLORADO,ADAMS,COLORADO,ADAMS,08001
Colorado,ADAMS,Larceny/Theft Offenses,4454,COLORADO,ADAMS,COLORADO,ADAMS,08001
Colorado,ADAMS,Motor Vehicle Theft,2825,COLORADO,ADAMS,COLORADO,ADAMS,08001
Colorado,ADAMS,Robbery,1244,COLORADO,ADAMS,COLORADO,ADAMS,08001
Colorado,ADAMS,Sex Offenses,2044,COLORADO,ADAMS,COLORADO,ADAMS,08001
Colorado,ADAMS,"Sex Offenses, Non-forcible",52,COLORADO,ADAMS,COLORADO,ADAMS,08001
Colorado,ADAMS,Stolen Property Offenses,1612,COLORADO,ADAMS,COLORADO,ADAMS,08001
Colorado,ALAMOSA,Arson,5,COLORADO,ALAMOSA,COLORADO,ALAMOSA,08003
Colorado,ALAMOSA,Assault Offenses,1331,COLORADO,ALAMOSA,COLORADO,ALAMOSA,08003
Colorado,ALAMOSA,Burglary/Breaking & Entering,59,COLORADO,ALAMOSA,COLORADO,ALAMOSA,08003
Colorado,ALAMOSA,Counterfeiting/Forgery,2,COLORADO,ALAMOSA,COLORADO,ALAMOSA,08003
Colorado,ALAMOSA,Destruction/Damage/Vandalism of Property,92,COLORADO,ALAMOSA,COLORADO,ALAMOSA,08003
Colorado,ALAMOSA,Extortion/Blackmail,3,COLORADO,ALAMOSA,COLORADO,ALAMOSA,08003
Colorado,ALAMOSA,Fraud Offenses,18,COLORADO,ALAMOSA,COLORADO,ALAMOSA,08003
Colorado,ALAMOSA,Homicide Offenses,20,COLORADO,ALAMOSA,COLORADO,ALAMOSA,08003
Colorado,ALAMOSA,Kidnapping/Abduction,70,COLORADO,ALAMOSA,COLORADO,ALAMOSA,08003
Colorado,ALAMOSA,Larceny/Theft Offenses,69,COLORADO,ALAMOSA,COLORADO,ALAMOSA,08003
Colorado,ALAMOSA,Motor Vehicle Theft,20,COLORADO,ALAMOSA,COLORADO,ALAMOSA,08003
Colorado,ALAMOSA,Robbery,37,COLORADO,ALAMOSA,COLORADO,ALAMOSA,08003
Colorado,ALAMOSA,Sex Offenses,146,COLORADO,ALAMOSA,COLORADO,ALAMOSA,08003
Colorado,ALAMOSA,"Sex Offenses, Non-forcible",8,COLORADO,ALAMOSA,COLORADO,ALAMOSA,08003
Colorado,ALAMOSA,Stolen Property Offenses,7,COLORADO,ALAMOSA,COLORADO,ALAMOSA,08003
Colorado,ARAPAHOE,Arson,78,COLORADO,ARAPAHOE,COLORADO,ARAPAHOE,08005
Colorado,ARAPAHOE,Assault Offenses,11924,COLORADO,ARAPAHOE,COLORADO,ARAPAHOE,08005
Colorado,ARAPAHOE,Bribery,3,COLORADO,ARAPAHOE,COLORADO,ARAPAHOE,08005
Colorado,ARAPAHOE,Burglary/Breaking & Entering,1121,COLORADO,ARAPAHOE,COLORADO,ARAPAHOE,08005
Colorado,ARAPAHOE,Counterfeiting/Forgery,200,COLORADO,ARAPAHOE,COLORADO,ARAPAHOE,08005
Colorado,ARAPAHOE,Destruction/Damage/Vandalism of Property,3945,COLORADO,ARAPAHOE,COLORADO,ARAPAHOE,08005
Colorado,ARAPAHOE,Extortion/Blackmail,162,COLORADO,ARAPAHOE,COLORADO,ARAPAHOE,08005
Colorado,ARAPAHOE,Fraud Offenses,2255,COLORADO,ARAPAHOE,COLORADO,ARAPAHOE,08005
Colorado,ARAPAHOE,Homicide Offenses,32,COLORADO,ARAPAHOE,COLORADO,ARAPAHOE,08005
Colorado,ARAPAHOE,Human Trafficking,4,COLORADO,ARAPAHOE,COLORADO,ARAPAHOE,08005
Colorado,ARAPAHOE,Kidnapping/Abduction,457,COLORADO,ARAPAHOE,COLORADO,ARAPAHOE,08005
Colorado,ARAPAHOE,Larceny/Theft Offenses,4906,COLORADO,ARAPAHOE,COLORADO,ARAPAHOE,08005
Colorado,ARAPAHOE,Motor Vehicle Theft,1847,COLORADO,ARAPAHOE,COLORADO,ARAPAHOE,08005
Colorado,ARAPAHOE,Robbery,614,COLORADO,ARAPAHOE,COLORADO,ARAPAHOE,08005
Colorado,ARAPAHOE,Sex Offenses,549,COLORADO,ARAPAHOE,COLORADO,ARAPAHOE,08005
Colorado,ARAPAHOE,"Sex Offenses, Non-forcible",29,COLORADO,ARAPAHOE,COLORADO,ARAPAHOE,08005
Colorado,ARAPAHOE,Stolen Property Offenses,845,COLORADO,ARAPAHOE,COLORADO,ARAPAHOE,08005
Colorado,ARCHULETA,Arson,5,COLORADO,ARCHULETA,COLORADO,ARCHULETA,08007
Colorado,ARCHULETA,Assault Offenses,437,COLORADO,ARCHULETA,COLORADO,ARCHULETA,08007
Colorado,ARCHULETA,Burglary/Breaking & Entering,25,COLORADO,ARCHULETA,COLORADO,ARCHULETA,08007
Colorado,ARCHULETA,Counterfeiting/Forgery,2,COLORADO,ARCHULETA,COLORADO,ARCHULETA,08007
Colorado,ARCHULETA,Destruction/Damage/Vandalism of Property,55,COLORADO,ARCHULETA,COLORADO,ARCHULETA,08007
Colorado,ARCHULETA,Extortion/Blackmail,1,COLORADO,ARCHULETA,COLORADO,ARCHULETA,08007
Colorado,ARCHULETA,Fraud Offenses,11,COLORADO,ARCHULETA,COLORADO,ARCHULETA,08007
Colorado,ARCHULETA,Homicide Offenses,1,COLORADO,ARCHULETA,COLORADO,ARCHULETA,08007
Colorado,ARCHULETA,Kidnapping/Abduction,10,COLORADO,ARCHULETA,COLORADO,ARCHULETA,08007
Colorado,ARCHULETA,Larceny/Theft Offenses,69,COLORADO,ARCHULETA,COLORADO,ARCHULETA,08007
Colorado,ARCHULETA,Motor Vehicle Theft,11,COLORADO,ARCHULETA,COLORADO,ARCHULETA,08007
Colorado,ARCHULETA,Robbery,2,COLORADO,ARCHULETA,COLORADO,ARCHULETA,08007
Colorado,ARCHULETA,Sex Offenses,26,COLORADO,ARCHULETA,COLORADO,ARCHULETA,08007
Colorado,ARCHULETA,Stolen Property Offenses,2,COLORADO,ARCHULETA,COLORADO,ARCHULETA,08007
Colorado,BACA,Assault Offenses,63,COLORADO,BACA,COLORADO,BACA,08009
Colorado,BACA,Burglary/Breaking & Entering,13,COLORADO,BACA,COLORADO,BACA,08009
Colorado,BACA,Counterfeiting/Forgery,1,COLORADO,BACA,COLORADO,BACA,08009
Colorado,BACA,Destruction/Damage/Vandalism of Property,14,COLORADO,BACA,COLORADO,BACA,08009
Colorado,BACA,Fraud Offenses,3,COLORADO,BACA,COLORADO,BACA,08009
Colorado,BACA,Homicide Offenses,1,COLORADO,BACA,COLORADO,BACA,08009
Colorado,BACA,Human Trafficking,2,COLORADO,BACA,COLORADO,BACA,08009
Colorado,BACA,Kidnapping/Abduction,2,COLORADO,BACA,COLORADO,BACA,08009
Colorado,BACA,Larceny/Theft Offenses,5,COLORADO,BACA,COLORADO,BACA,08009
Colorado,BACA,Motor Vehicle Theft,7,COLORADO,BACA,COLORADO,BACA,08009
Colorado,BACA,Sex Offenses,8,COLORADO,BACA,COLORADO,BACA,08009
Colorado,BENT,Arson,2,COLORADO,BENT,COLORADO,BENT,08011
Colorado,BENT,Assault Offenses,199,COLORADO,BENT,COLORADO,BENT,08011
Colorado,BENT,Burglary/Breaking & Entering,42,COLORADO,BENT,COLORADO,BENT,08011
Colorado,BENT,Counterfeiting/Forgery,4,COLORADO,BENT,COLORADO,BENT,08011
Colorado,BENT,Destruction/Damage/Vandalism of Property,27,COLORADO,BENT,COLORADO,BENT,08011
Colorado,BENT,Fraud Offenses,15,COLORADO,BENT,COLORADO,BENT,08011
Colorado,BENT,Kidnapping/Abduction,3,COLORADO,BENT,COLORADO,BENT,08011
Colorado,BENT,Larceny/Theft Offenses,73,COLORADO,BENT,COLORADO,BENT,08011
Colorado,BENT,Motor Vehicle Theft,32,COLORADO,BENT,COLORADO,BENT,08011
Colorado,BENT,Robbery,3,COLORADO,BENT,COLORADO,BENT,08011
Colorado,BENT,Sex Offenses,30,COLORADO,BENT,COLORADO,BENT,08011
Colorado,BENT,"Sex Offenses, Non-forcible",10,COLORADO,BENT,COLORADO,BENT,08011
Colorado,BENT,Stolen Property Offenses,16,COLORADO,BENT,COLORADO,BENT,08011
Colorado,BOULDER,Arson,56,COLORADO,BOULDER,COLORADO,BOULDER,08013
Colorado,BOULDER,Assault Offenses,9140,COLORADO,BOULDER,COLORADO,BOULDER,08013
Colorado,BOULDER,Bribery,1,COLORADO,BOULDER,COLORADO,BOULDER,08013
Colorado,BOULDER,Burglary/Breaking & Entering,1015,COLORADO,BOULDER,COLORADO,BOULDER,08013
Colorado,BOULDER,Counterfeiting/Forgery,165,COLORADO,BOULDER,COLORADO,BOULDER,08013
Colorado,BOULDER,Destruction/Damage/Vandalism of Property,2072,COLORADO,BOULDER,COLORADO,BOULDER,08013
Colorado,BOULDER,Embezzlement,6,COLORADO,BOULDER,COLORADO,BOULDER,08013
Colorado,BOULDER,Extortion/Blackmail,88,COLORADO,BOULDER,COLORADO,BOULDER,08013
Colorado,BOULDER,Fraud Offenses,1522,COLORADO,BOULDER,COLORADO,BOULDER,08013
Colorado,BOULDER,Homicide Offenses,29,COLORADO,BOULDER,COLORADO,BOULDER,08013
Colorado,BOULDER,Human Trafficking,7,COLORADO,BOULDER,COLORADO,BOULDER,08013
Colorado,BOULDER,Kidnapping/Abduction,239,COLORADO,BOULDER,COLORADO,BOULDER,08013
Colorado,BOULDER,Larceny/Theft Offenses,2226,COLORADO,BOULDER,COLORADO,BOULDER,08013
Colorado,BOULDER,Motor Vehicle Theft,576,COLORADO,BOULDER,COLORADO,BOULDER,08013
Colorado,BOULDER,Robbery,398,COLORADO,BOULDER,COLORADO,BOULDER,08013
Colorado,BOULDER,Sex Offenses,854,COLORADO,BOULDER,COLORADO,BOULDER,08013
Colorado,BOULDER,"Sex Offenses, Non-forcible",29,COLORADO,BOULDER,COLORADO,BOULDER,08013
Colorado,BOULDER,Stolen Property Offenses,172,COLORADO,BOULDER,COLORADO,BOULDER,08013
Colorado,BROOMFIELD,Arson,10,COLORADO,BROOMFIELD,COLORADO,BROOMFIELD,08014
Colorado,BROOMFIELD,Assault Offenses,1620,COLORADO,BROOMFIELD,COLORADO,BROOMFIELD,08014
Colorado,BROOMFIELD,Bribery,4,COLORADO,BROOMFIELD,COLORADO,BROOMFIELD,08014
Colorado,BROOMFIELD,Burglary/Breaking & Entering,194,COLORADO,BROOMFIELD,COLORADO,BROOMFIELD,08014
Colorado,BROOMFIELD,Counterfeiting/Forgery,149,COLORADO,BROOMFIELD,COLORADO,BROOMFIELD,08014
Colorado,BROOMFIELD,Destruction/Damage/Vandalism of Property,724,COLORADO,BROOMFIELD,COLORADO,BROOMFIELD,08014
Colorado,BROOMFIELD,Embezzlement,6,COLORADO,BROOMFIELD,COLORADO,BROOMFIELD,08014
Colorado,BROOMFIELD,Extortion/Blackmail,9,COLORADO,BROOMFIELD,COLORADO,BROOMFIELD,08014
Colorado,BROOMFIELD,Fraud Offenses,901,COLORADO,BROOMFIELD,COLORADO,BROOMFIELD,08014
Colorado,BROOMFIELD,Homicide Offenses,21,COLORADO,BROOMFIELD,COLORADO,BROOMFIELD,08014
Colorado,BROOMFIELD,Kidnapping/Abduction,139,COLORADO,BROOMFIELD,COLORADO,BROOMFIELD,08014
Colorado,BROOMFIELD,Larceny/Theft Offenses,844,COLORADO,BROOMFIELD,COLORADO,BROOMFIELD,08014
Colorado,BROOMFIELD,Motor Vehicle Theft,417,COLORADO,BROOMFIELD,COLORADO,BROOMFIELD,08014
Colorado,BROOMFIELD,Robbery,92,COLORADO,BROOMFIELD,COLORADO,BROOMFIELD,08014
Colorado,BROOMFIELD,Sex Offenses,251,COLORADO,BROOMFIELD,COLORADO,BROOMFIELD,08014
Colorado,BROOMFIELD,"Sex Offenses, Non-forcible",7,COLORADO,BROOMFIELD,COLORADO,BROOMFIELD,08014
Colorado,BROOMFIELD,Stolen Property Offenses,635,COLORADO,BROOMFIELD,COLORADO,BROOMFIELD,08014
Colorado,CHAFFEE,Assault Offenses,399,COLORADO,CHAFFEE,COLORADO,CHAFFEE,08015
Colorado,CHAFFEE,Burglary/Breaking & Entering,34,COLORADO,CHAFFEE,COLORADO,CHAFFEE,08015
Colorado,CHAFFEE,Counterfeiting/Forgery,4,COLORADO,CHAFFEE,COLORADO,CHAFFEE,08015
Colorado,CHAFFEE,Destruction/Damage/Vandalism of Property,47,COLORADO,CHAFFEE,COLORADO,CHAFFEE,08015
Colorado,CHAFFEE,Extortion/Blackmail,1,COLORADO,CHAFFEE,COLORADO,CHAFFEE,08015
Colorado,CHAFFEE,Fraud Offenses,9,COLORADO,CHAFFEE,COLORADO,CHAFFEE,08015
Colorado,CHAFFEE,Homicide Offenses,1,COLORADO,CHAFFEE,COLORADO,CHAFFEE,08015
Colorado,CHAFFEE,Kidnapping/Abduction,2,COLORADO,CHAFFEE,COLORADO,CHAFFEE,08015
Colorado,CHAFFEE,Larceny/Theft Offenses,49,COLORADO,CHAFFEE,COLORADO,CHAFFEE,08015
Colorado,CHAFFEE,Motor Vehicle Theft,35,COLORADO,CHAFFEE,COLORADO,CHAFFEE,08015
Colorado,CHAFFEE,Robbery,3,COLORADO,CHAFFEE,COLORADO,CHAFFEE,08015
Colorado,CHAFFEE,Sex Offenses,23,COLORADO,CHAFFEE,COLORADO,CHAFFEE,08015
Colorado,CHAFFEE,"Sex Offenses, Non-forcible",1,COLORADO,CHAFFEE,COLORADO,CHAFFEE,08015
Colorado,CHEYENNE,Assault Offenses,9,COLORADO,CHEYENNE,COLORADO,CHEYENNE,08017
Colorado,CHEYENNE,Burglary/Breaking & Entering,1,COLORADO,CHEYENNE,COLORADO,CHEYENNE,08017
Colorado,CHEYENNE,Destruction/Damage/Vandalism of Property,4,COLORADO,CHEYENNE,COLORADO,CHEYENNE,08017
Colorado,CHEYENNE,Motor Vehicle Theft,1,COLORADO,CHEYENNE,COLORADO,CHEYENNE,08017
Colorado,CHEYENNE,Stolen Property Offenses,1,COLORADO,CHEYENNE,COLORADO,CHEYENNE,08017
Colorado,CLEAR CREEK,Arson,1,COLORADO,CLEAR CREEK,COLORADO,CLEAR CREEK,08019
Colorado,CLEAR CREEK,Assault Offenses,455,COLORADO,CLEAR CREEK,COLORADO,CLEAR CREEK,08019
Colorado,CLEAR CREEK,Bribery,1,COLORADO,CLEAR CREEK,COLORADO,CLEAR CREEK,08019
Colorado,CLEAR CREEK,Burglary/Breaking & Entering,26,COLORADO,CLEAR CREEK,COLORADO,CLEAR CREEK,08019
Colorado,CLEAR CREEK,Counterfeiting/Forgery,3,COLORADO,CLEAR CREEK,COLORADO,CLEAR CREEK,08019
Colorado,CLEAR CREEK,Destruction/Damage/Vandalism of Property,73,COLORADO,CLEAR CREEK,COLORADO,CLEAR CREEK,08019
Colorado,CLEAR CREEK,Fraud Offenses,31,COLORADO,CLEAR CREEK,COLORADO,CLEAR CREEK,08019
Colorado,CLEAR CREEK,Homicide Offenses,2,COLORADO,CLEAR CREEK,COLORADO,CLEAR CREEK,08019
Colorado,CLEAR CREEK,Kidnapping/Abduction,12,COLORADO,CLEAR CREEK,COLORADO,CLEAR CREEK,08019
Colorado,CLEAR CREEK,Larceny/Theft Offenses,65,COLORADO,CLEAR CREEK,COLORADO,CLEAR CREEK,08019
Colorado,CLEAR CREEK,Motor Vehicle Theft,22,COLORADO,CLEAR CREEK,COLORADO,CLEAR CREEK,08019
Colorado,CLEAR CREEK,Robbery,6,COLORADO,CLEAR CREEK,COLORADO,CLEAR CREEK,08019
Colorado,CLEAR CREEK,Sex Offenses,20,COLORADO,CLEAR CREEK,COLORADO,CLEAR CREEK,08019
Colorado,CONEJOS,Arson,2,COLORADO,CONEJOS,COLORADO,CONEJOS,08021
Colorado,CONEJOS,Assault Offenses,123,COLORADO,CONEJOS,COLORADO,CONEJOS,08021
Colorado,CONEJOS,Burglary/Breaking & Entering,22,COLORADO,CONEJOS,COLORADO,CONEJOS,08021
Colorado,CONEJOS,Destruction/Damage/Vandalism of Property,17,COLORADO,CONEJOS,COLORADO,CONEJOS,08021
Colorado,CONEJOS,Fraud Offenses,1,COLORADO,CONEJOS,COLORADO,CONEJOS,08021
Colorado,CONEJOS,Kidnapping/Abduction,2,COLORADO,CONEJOS,COLORADO,CONEJOS,08021
Colorado,CONEJOS,Larceny/Theft Offenses,1,COLORADO,CONEJOS,COLORADO,CONEJOS,08021
Colorado,CONEJOS,Motor Vehicle Theft,4,COLORADO,CONEJOS,COLORADO,CONEJOS,08021
Colorado,CONEJOS,Sex Offenses,7,COLORADO,CONEJOS,COLORADO,CONEJOS,08021
Colorado,CROWLEY,Arson,4,COLORADO,CROWLEY,COLORADO,CROWLEY,08025
Colorado,CROWLEY,Assault Offenses,219,COLORADO,CROWLEY,COLORADO,CROWLEY,08025
Colorado,CROWLEY,Burglary/Breaking & Entering,40,COLORADO,CROWLEY,COLORADO,CROWLEY,08025
Colorado,CROWLEY,Counterfeiting/Forgery,8,COLORADO,CROWLEY,COLORADO,CROWLEY,08025
Colorado,CROWLEY,Destruction/Damage/Vandalism of Property,46,COLORADO,CROWLEY,COLORADO,CROWLEY,08025
Colorado,CROWLEY,Fraud Offenses,22,COLORADO,CROWLEY,COLORADO,CROWLEY,08025
Colorado,CROWLEY,Kidnapping/Abduction,13,COLORADO,CROWLEY,COLORADO,CROWLEY,08025
Colorado,CROWLEY,Larceny/Theft Offenses,27,COLORADO,CROWLEY,COLORADO,CROWLEY,08025
Colorado,CROWLEY,Motor Vehicle Theft,20,COLORADO,CROWLEY,COLORADO,CROWLEY,08025
Colorado,CROWLEY,Sex Offenses,9,COLORADO,CROWLEY,COLORADO,CROWLEY,08025
Colorado,CROWLEY,"Sex Offenses, Non-forcible",2,COLORADO,CROWLEY,COLORADO,CROWLEY,08025
Colorado,CROWLEY,Stolen Property Offenses,10,COLORADO,CROWLEY,COLORADO,CROWLEY,08025
Colorado,CUSTER,Arson,6,COLORADO,CUSTER,COLORADO,CUSTER,08027
Colorado,CUSTER,Assault Offenses,238,COLORADO,CUSTER,COLORADO,CUSTER,08027
Colorado,CUSTER,Bribery,2,COLORADO,CUSTER,COLORADO,CUSTER,08027
Colorado,CUSTER,Burglary/Breaking & Entering,23,COLORADO,CUSTER,COLORADO,CUSTER,08027
Colorado,CUSTER,Counterfeiting/Forgery,4,COLORADO,CUSTER,COLORADO,CUSTER,08027
Colorado,CUSTER,Destruction/Damage/Vandalism of Property,48,COLORADO,CUSTER,COLORADO,CUSTER,08027
Colorado,CUSTER,Extortion/Blackmail,3,COLORADO,CUSTER,COLORADO,CUSTER,08027
Colorado,CUSTER,Fraud Offenses,20,COLORADO,CUSTER,COLORADO,CUSTER,08027
Colorado,CUSTER,Homicide Offenses,4,COLORADO,CUSTER,COLORADO,CUSTER,08027
Colorado,CUSTER,Kidnapping/Abduction,9,COLORADO,CUSTER,COLORADO,CUSTER,08027
Colorado,CUSTER,Larceny/Theft Offenses,46,COLORADO,CUSTER,COLORADO,CUSTER,08027
Colorado,CUSTER,Motor Vehicle Theft,18,COLORADO,CUSTER,COLORADO,CUSTER,08027
Colorado,CUSTER,Robbery,4,COLORADO,CUSTER,COLORADO,CUSTER,08027
Colorado,CUSTER,Sex Offenses,16,COLORADO,CUSTER,COLORADO,CUSTER,08027
Colorado,CUSTER,"Sex Offenses, Non-forcible",1,COLORADO,CUSTER,COLORADO,CUSTER,08027
Colorado,CUSTER,Stolen Property Offenses,2,COLORADO,CUSTER,COLORADO,CUSTER,08027
Colorado,DELTA,Arson,27,COLORADO,DELTA,COLORADO,DELTA,08029
Colorado,DELTA,Assault Offenses,1072,COLORADO,DELTA,COLORADO,DELTA,08029
Colorado,DELTA,Bribery,6,COLORADO,DELTA,COLORADO,DELTA,08029
Colorado,DELTA,Burglary/Breaking & Entering,174,COLORADO,DELTA,COLORADO,DELTA,08029
Colorado,DELTA,Counterfeiting/Forgery,48,COLORADO,DELTA,COLORADO,DELTA,08029
Colorado,DELTA,Destruction/Damage/Vandalism of Property,345,COLORADO,DELTA,COLORADO,DELTA,08029
Colorado,DELTA,Embezzlement,1,COLORADO,DELTA,COLORADO,DELTA,08029
Colorado,DELTA,Extortion/Blackmail,5,COLORADO,DELTA,COLORADO,DELTA,08029
Colorado,DELTA,Fraud Offenses,122,COLORADO,DELTA,COLORADO,DELTA,08029
Colorado,DELTA,Homicide Offenses,5,COLORADO,DELTA,COLORADO,DELTA,08029
Colorado,DELTA,Kidnapping/Abduction,39,COLORADO,DELTA,COLORADO,DELTA,08029
Colorado,DELTA,Larceny/Theft Offenses,248,COLORADO,DELTA,COLORADO,DELTA,08029
Colorado,DELTA,Motor Vehicle Theft,107,COLORADO,DELTA,COLORADO,DELTA,08029
Colorado,DELTA,Robbery,12,COLORADO,DELTA,COLORADO,DELTA,08029
Colorado,DELTA,Sex Offenses,88,COLORADO,DELTA,COLORADO,DELTA,08029
Colorado,DELTA,"Sex Offenses, Non-forcible",2,COLORADO,DELTA,COLORADO,DELTA,08029
Colorado,DELTA,Stolen Property Offenses,40,COLORADO,DELTA,COLORADO,DELTA,08029
Colorado,DENVER,Arson,198,COLORADO,DENVER,COLORADO,DENVER,08031
Colorado,DENVER,Assault Offenses,57494,COLORADO,DENVER,COLORADO,DENVER,08031
Colorado,DENVER,Bribery,32,COLORADO,DENVER,COLORADO,DENVER,08031
Colorado,DENVER,Burglary/Breaking & Entering,9181,COLORADO,DENVER,COLORADO,DENVER,08031
Colorado,DENVER,Counterfeiting/Forgery,382,COLORADO,DENVER,COLORADO,DENVER,08031
Colorado,DENVER,Destruction/Damage/Vandalism of Property,10967,COLORADO,DENVER,COLORADO,DENVER,08031
Colorado,DENVER,Embezzlement,15,COLORADO,DENVER,COLORADO,DENVER,08031
Colorado,DENVER,Extortion/Blackmail,214,COLORADO,DENVER,COLORADO,DENVER,08031
Colorado,DENVER,Fraud Offenses,3004,COLORADO,DENVER,COLORADO,DENVER,08031
Colorado,DENVER,Homicide Offenses,412,COLORADO,DENVER,COLORADO,DENVER,08031
Colorado,DENVER,Human Trafficking,57,COLORADO,DENVER,COLORADO,DENVER,08031
Colorado,DENVER,Kidnapping/Abduction,1488,COLORADO,DENVER,COLORADO,DENVER,08031
Colorado,DENVER,Larceny/Theft Offenses,13726,COLORADO,DENVER,COLORADO,DENVER,08031
Colorado,DENVER,Motor Vehicle Theft,10607,COLORADO,DENVER,COLORADO,DENVER,08031
Colorado,DENVER,Robbery,7558,COLORADO,DENVER,COLORADO,DENVER,08031
Colorado,DENVER,Sex Offenses,5665,COLORADO,DENVER,COLORADO,DENVER,08031
Colorado,DENVER,"Sex Offenses, Non-forcible",97,COLORADO,DENVER,COLORADO,DENVER,08031
Colorado,DENVER,Stolen Property Offenses,3477,COLORADO,DENVER,COLORADO,DENVER,08031
Colorado,DOLORES,Arson,1,COLORADO,DOLORES,COLORADO,DOLORES,08033
Colorado,DOLORES,Assault Offenses,60,COLORADO,DOLORES,COLORADO,DOLORES,08033
Colorado,DOLORES,Burglary/Breaking & Entering,2,COLORADO,DOLORES,COLORADO,DOLORES,08033
Colorado,DOLORES,Counterfeiting/Forgery,3,COLORADO,DOLORES,COLORADO,DOLORES,08033
Colorado,DOLORES,Destruction/Damage/Vandalism of Property,11,COLORADO,DOLORES,COLORADO,DOLORES,08033
Colorado,DOLORES,Fraud Offenses,4,COLORADO,DOLORES,COLORADO,DOLORES,08033
Colorado,DOLORES,Homicide Offenses,1,COLORADO,DOLORES,COLORADO,DOLORES,08033
Colorado,DOLORES,Kidnapping/Abduction,2,COLORADO,DOLORES,COLORADO,DOLORES,08033
Colorado,DOLORES,Larceny/Theft Offenses,9,COLORADO,DOLORES,COLORADO,DOLORES,08033
Colorado,DOLORES,Motor Vehicle Theft,8,COLORADO,DOLORES,COLORADO,DOLORES,08033
Colorado,DOLORES,Robbery,1,COLORADO,DOLORES,COLORADO,DOLORES,08033
Colorado,DOLORES,Sex Offenses,1,COLORADO,DOLORES,COLORADO,DOLORES,08033
Colorado,DOUGLAS,Arson,50,COLORADO,DOUGLAS,COLORADO,DOUGLAS,08035
Colorado,DOUGLAS,Assault Offenses,8643,COLORADO,DOUGLAS,COLORADO,DOUGLAS,08035
Colorado,DOUGLAS,Bribery,37,COLORADO,DOUGLAS,COLORADO,DOUGLAS,08035
Colorado,DOUGLAS,Burglary/Breaking & Entering,1445,COLORADO,DOUGLAS,COLORADO,DOUGLAS,08035
Colorado,DOUGLAS,Counterfeiting/Forgery,391,COLORADO,DOUGLAS,COLORADO,DOUGLAS,08035
Colorado,DOUGLAS,Destruction/Damage/Vandalism of Property,4294,COLORADO,DOUGLAS,COLORADO,DOUGLAS,08035
Colorado,DOUGLAS,Embezzlement,3,COLORADO,DOUGLAS,COLORADO,DOUGLAS,08035
Colorado,DOUGLAS,Extortion/Blackmail,311,COLORADO,DOUGLAS,COLORADO,DOUGLAS,08035
Colorado,DOUGLAS,Fraud Offenses,6078,COLORADO,DOUGLAS,COLORADO,DOUGLAS,08035
Colorado,DOUGLAS,Homicide Offenses,32,COLORADO,DOUGLAS,COLORADO,DOUGLAS,08035
Colorado,DOUGLAS,Human Trafficking,11,COLORADO,DOUGLAS,COLORADO,DOUGLAS,08035
Colorado,DOUGLAS,Kidnapping/Abduction,392,COLORADO,DOUGLAS,COLORADO,DOUGLAS,08035
Colorado,DOUGLAS,Larceny/Theft Offenses,7881,COLORADO,DOUGLAS,COLORADO,DOUGLAS,08035
Colorado,DOUGLAS,Motor Vehicle Theft,1584,COLORADO,DOUGLAS,COLORADO,DOUGLAS,08035
Colorado,DOUGLAS,Robbery,244,COLORADO,DOUGLAS,COLORADO,DOUGLAS,08035
Colorado,DOUGLAS,Sex Offenses,1128,COLORADO,DOUGLAS,COLORADO,DOUGLAS,08035
Colorado,DOUGLAS,"Sex Offenses, Non-forcible",80,COLORADO,DOUGLAS,COLORADO,DOUGLAS,08035
Colorado,DOUGLAS,Stolen Property Offenses,1883,COLORADO,DOUGLAS,COLORADO,DOUGLAS,08035
Colorado,EAGLE,Arson,1,COLORADO,EAGLE,COLORADO,EAGLE,08037
Colorado,EAGLE,Assault Offenses,1688,COLORADO,EAGLE,COLORADO,EAGLE,08037
Colorado,EAGLE,Burglary/Breaking & Entering,53,COLORADO,EAGLE,COLORADO,EAGLE,08037
Colorado,EAGLE,Counterfeiting/Forgery,25,COLORADO,EAGLE,COLORADO,EAGLE,08037
Colorado,EAGLE,Destruction/Damage/Vandalism of Property,272,COLORADO,EAGLE,COLORADO,EAGLE,08037
Colorado,EAGLE,Extortion/Blackmail,9,COLORADO,EAGLE,COLORADO,EAGLE,08037
